Max_Ve,Min_Ve,Avg_Ve,Std_Ve,is_error,N
34.30,26,29.59,1.98,0,215
23.40,18.90,21.29,1.11,0,216
33.40,21,24.71,3.03,0,217
26.70,22.70,24.91,1.31,0,218
26.50,18.50,21.53,2.04,0,219
24.30,20,21.15,1.06,0,220
27.60,21.80,24.28,1.67,0,221
27,22.60,24.81,1.21,0,222
31.80,18.10,21.78,2.97,0,223
25.20,17.20,20.69,2.35,0,224
28.50,21.20,24.82,1.83,0,225
23.80,19.10,21.57,1.43,0,226
28.50,23.80,26.39,1.14,0,227
30.80,25.10,27.67,1.51,0,228
24.70,17.50,20.79,1.60,0,229
29.70,18.70,22.92,2.39,0,230
30.90,23.70,27.19,2.12,0,231
32.60,25.20,28.18,1.55,0,232
22.90,16.90,19.90,1.44,0,233
25.50,20,22.40,1.41,0,234
26.70,21.30,24.18,1.13,0,235
30,20.30,23.41,2.41,0,236
23.80,17.90,20.40,1.62,0,237
27.90,22,24.58,1.59,0,238
28.30,22.40,24.94,1.43,0,239
24.50,18.70,21.44,1.68,0,240
24.40,17.50,19.85,1.98,0,241
27.80,19.80,23.35,2.19,0,242
30.80,24.70,26.88,1.81,0,243
33.50,25.90,28.67,1.84,0,244
23.10,18.10,20.39,1.47,0,245
30.50,25.20,28,1.37,0,246
23.20,17.70,20.92,1.50,0,247
33,25.50,28.47,1.65,0,248
28.20,22.30,24.84,1.69,0,249
28,22.40,25.41,1.44,0,250
24.90,19.30,22.19,1.78,0,251
25.30,19,22.30,1.58,0,252
27.70,22.20,24.14,1.57,0,253
29.70,22.90,24.98,1.62,0,254
32.40,20.60,23.93,2.79,0,255
27.50,18.40,21.71,1.90,0,256
27.30,22.10,24.28,1.25,0,257
28.40,22.50,25.19,1.40,0,258
30.40,20,23.46,2.30,0,259
24,17.40,20.50,1.69,0,260
29,19.60,24.06,2.44,0,261
25.10,21.60,22.96,0.98,0,262
25.20,17.90,21.34,1.62,0,263
21.30,16.20,19.06,1.49,0,264
31.60,23.10,26.28,2.09,0,265
26.60,20.60,23.23,1.62,0,266
30.30,24.40,27.15,1.97,0,267
27.90,22.90,25.59,1.40,0,268
28.50,22.20,24.23,1.68,0,269
32.90,25.30,28.12,2.10,0,270
27.90,24.30,25.95,1.13,0,271
26.30,19.20,22.10,1.54,0,272
29.60,22.30,25.07,1.95,0,273
32,23.10,25.16,2.07,0,274
30.30,19.40,22.23,2.25,0,275
27.10,19.90,22.86,1.76,0,276
29.20,21.90,25.12,1.58,0,277
28.20,22.60,25.31,1.32,0,278
27.50,20.10,23.22,1.80,0,279
25,19.30,22.85,1.54,0,280
26.80,21.40,24.28,1.65,0,281
26.90,21.40,23.91,1.82,0,282
29.80,22.60,25.14,1.82,0,283
29.50,24,26.43,1.35,0,284
28.60,23.10,26.26,1.20,0,285
23.50,18.70,21.44,1.16,0,286
27.90,20.80,23.75,1.71,0,287
24.90,19.50,22.62,1.49,0,288
27.60,21.60,24.23,1.74,0,289
25,18,22.18,1.86,0,290
26.60,18.90,22.31,2.06,0,291
26.90,18.70,22.85,2.05,0,292
26.50,18.60,22.71,2.06,0,293
25.30,19.10,22.67,1.63,0,294
25.60,20.30,23.14,1.39,0,295
27.40,17.40,21.86,2.40,0,296
27,22.20,24.04,1.29,0,297
27.60,18.30,22.50,2.78,0,298
25.70,19.70,22.71,1.62,0,299
32.40,21.20,25.10,2.49,0,300
25.60,20.20,22.56,1.32,0,301
25.20,20,22.56,1.64,0,302
27.40,22.50,24.35,1.46,0,303
31.70,22,25.96,2.28,0,304
25.90,18.40,21.20,1.75,0,305
24.20,20.80,22.55,0.88,0,306
24.60,19.20,22.11,1.60,0,307
27.50,21.60,24.42,1.38,0,308
30.10,20.90,23.61,2.15,0,309
27,19.50,23.10,1.95,0,310
26.20,18.90,22.40,2.19,0,311
27.10,21.90,24.36,1.44,0,312
22.50,17.90,20.73,1.20,0,313
29.90,21.50,26.49,2.46,0,314
25.30,19.80,22.74,1.74,0,315
27.10,21,23.54,1.74,0,316
25,20,21.73,1.23,0,317
26.80,19.80,23.09,1.84,0,318
26.50,20.90,22.48,1.28,0,319
27.60,19.20,23.10,2.11,0,320
24.70,18.80,21.86,1.43,0,321
25.90,18.30,21.68,1.80,0,322
25.40,21,22.78,1.24,0,323
27,21.10,23.98,1.39,0,324
27.60,18.20,21.53,2.28,0,325
28.40,20.40,23.93,2.40,0,326
26,20.60,23.03,1.38,0,327
24.60,17.90,21.71,2.18,0,328
26.20,18.80,22.51,1.94,0,329
32,20.60,24.80,2.64,0,330
26.70,20.50,24.02,1.82,0,331
23.30,18.50,21.66,1.47,0,332
24.40,18,21.28,1.88,0,333
27.40,22.30,25.15,1.41,0,334
28.20,20.70,23.08,1.96,0,335
23.20,17.60,20.15,1.50,0,336
28.90,20.50,23.74,2.24,0,337
24.90,19.90,22.23,1.39,0,338
31.30,19.40,23.52,2.74,0,339
27.60,19.40,24.46,2.48,0,340
27.90,21.80,24.45,1.79,0,341
26.40,19.20,22.19,1.96,0,342
32.90,20.10,23.92,3.04,0,343
26.80,18.40,22.75,2.47,0,344
24.60,18.70,21.19,1.56,0,345
28,19,23.85,2.35,0,346
25.80,19.30,23.17,1.73,0,347
27.30,20.90,24.15,1.70,0,348
26,19.20,22.91,1.84,0,349
28.30,20.60,24.31,1.96,0,350
27.80,20.40,22.66,1.87,0,351
27.70,22.30,24.66,1.56,0,352
28.40,19,22.65,2.07,0,353
28.90,20.50,24.14,2.03,0,354
24.90,19,22.20,1.76,0,355
29.40,21.20,24.75,2.07,0,356
27.40,22,25.29,1.28,0,357
26.50,19,22.13,1.90,0,358
24.60,20,22.56,1.36,0,359
22.80,17.10,19.83,1.58,0,360
26.30,20.20,23.02,1.44,0,361
23,17.10,20.84,1.52,0,362
25.10,18.70,22.49,1.60,0,363
26.40,18.80,22.15,1.98,0,364
29.70,19.50,23.83,2.10,0,365
24.80,17.70,21.85,1.83,0,366
26.10,18.80,21.78,1.71,0,367
25.50,16.20,20.79,2.68,0,368
25,19.90,22.47,1.52,0,369
30.70,17.50,22.17,2.64,0,370
25.80,22.30,23.79,1.06,0,371
25,17.30,22.60,1.77,0,372
25.30,20.50,22.61,1.43,0,373
29.80,23.40,26.25,1.89,0,374
28.50,22.60,26.21,1.60,0,375
30.20,24.10,26.47,1.50,0,376
28.60,22.70,26.26,1.46,0,377
27.90,24.50,26.18,0.95,0,378
27.80,23.60,25.47,1.23,0,379
28.40,24,26.55,1.31,0,380
30.40,23.90,26.42,1.42,0,381
29.40,23.40,26.23,1.66,0,382
33.30,22.70,26.58,2.56,0,383
28.30,22.70,25.71,1.37,0,384
26.50,22.50,24.17,1.22,0,385
29.70,22.20,25.81,1.74,0,386
28.80,22.40,24.99,1.67,0,387
27.10,22.40,24.58,1.46,0,388
27,21.70,24.47,1.42,0,389
27,17.90,22.20,2.37,0,390
25.40,22,23.33,1.03,0,391
30.30,22.70,25.68,1.74,0,392
28,23.70,25.90,1.02,0,393
28.20,21.80,24.70,1.56,0,394
32.50,23.90,28.18,2.22,0,395
27.70,22.60,24.91,1.34,0,396
29.80,24.20,26.58,1.35,0,397
26.70,22,24.81,1.13,0,398
30.70,21,25.45,1.87,0,399
29.20,22.90,25.79,1.65,0,400
31.80,22.20,26.17,2.82,0,401
30.20,25,26.91,1.39,0,402
30.90,21.20,25.88,2.48,0,403
28.60,22.90,25.64,1.68,0,404
30.60,23,27.06,2.22,0,405
28.70,21.70,24.72,1.98,0,406
30.90,22.80,26.76,2.04,0,407
30.40,23.60,26.68,1.77,0,408
29,23.80,25.35,1.28,0,409
31.20,25.10,27.06,1.52,0,410
28.60,22.80,25.73,1.44,0,411
35.60,22.70,25.70,2.96,0,412
29.30,23.10,26.11,1.51,0,413
30.50,24.70,26.77,1.54,0,414
32.10,22.60,26.01,2.30,0,415
27.80,21.20,25.03,1.78,0,416
33.90,25.70,27.62,1.94,0,417
21.50,18.50,19.85,0.89,0,418
27.70,23.70,25.83,1.16,0,419
27.10,23,25.43,0.98,0,420
23.50,19.60,21.35,1.17,0,421
28.10,23.60,25.85,1.47,0,422
28.20,23.90,25.70,1.23,0,423
24,18.90,21.18,1.42,0,424
31.40,24.30,26.87,2.02,0,425
29.20,23.50,26.26,1.46,0,426
23.40,19,21.45,1.14,0,427
75.50,22.30,28.24,11.22,0,428
22.20,16.30,19.22,1.61,0,429
27.70,22.60,25.33,1.48,0,430
32.80,22.60,26.33,2.69,0,431
28.20,22.70,25.24,1.42,0,432
29.60,24.40,26.57,1.33,0,433
29.20,23.30,26.30,1.96,0,434
27.90,22.90,24.98,1.33,0,435
28.20,21.10,25.80,1.83,0,436
28.70,24.10,26.54,1.30,0,437
28.10,24.30,25.70,1.08,0,438
27.80,18,22.76,2.50,0,439
27.20,18.50,22.97,2.61,0,440
26.90,21.60,24.64,1.50,0,441
25.70,20.40,23.30,1.32,0,442
28,21.10,24.35,1.91,0,443
27.20,19.90,23.54,2.01,0,444
27.70,18.40,23.23,2.13,0,445
28.60,18.50,22.14,2.75,0,446
31.20,24.20,27,1.82,0,447
26.10,23.90,24.99,0.75,0,448
29.40,23.70,26.65,1.62,0,449
28.20,23,25.31,1.34,0,450
31.70,24,27.89,2.53,0,451
28.10,21.80,25.20,1.60,0,452
32.40,23.30,27.55,2.25,0,453
28.70,23.20,25.21,1.26,0,454
30.70,24.40,27.12,1.61,0,455
27.80,24.70,26.02,0.86,0,456
29.80,24.70,27.12,1.30,0,457
31.10,22.70,26.40,1.96,0,458
30.90,23.10,26.79,2.14,0,459
28,23.30,25.87,1.49,0,460
31.20,22.20,26.03,2.17,0,461
27.90,22.40,25.43,1.40,0,462
28.30,24.70,26.70,1.03,0,463
28,22.50,25.83,1.28,0,464
28.90,21.30,25.47,1.85,0,465
25.50,20.60,23.57,1.26,0,466
28.90,23.30,25.83,1.48,0,467
27.90,23,25.55,1.43,0,468
30.40,24.30,27.27,1.57,0,469
29.30,23.10,25.16,1.49,0,470
30.20,23.80,27.96,1.80,0,471
29.70,22.60,26.80,1.60,0,472
29,20.90,24.35,2.10,0,473
26.60,21.60,24.36,1.57,0,474
29.70,22.20,25.65,1.84,0,475
29,22.60,26.29,1.85,0,476
30.10,22.90,25.75,2.04,0,477
28.20,20.50,25.36,1.95,0,478
30.50,23.70,25.89,1.84,0,479
30.60,25.10,27.26,1.69,0,480
29,21.50,26,1.84,0,481
30.70,24.80,27.35,1.74,0,482
28.90,23.20,26.26,1.65,0,483
29.80,25.30,27.55,1.35,0,484
30.60,24.10,27.17,1.59,0,485
28.70,23,26.02,1.56,0,486
32.10,23.20,26.49,2.26,0,487
31.20,26.70,28.04,1.20,0,488
30.20,24.50,27.89,1.24,0,489
29.30,23.70,26.82,1.58,0,490
28.50,23.30,26.42,1.50,0,491
30.10,24.90,27.42,1.42,0,492
34.40,23.90,27.46,2.35,0,493
28.80,24,25.94,1.54,0,494
30.40,24.20,26.66,1.58,0,495
29.90,24.70,27.42,1.31,0,496
30.10,25.60,27.87,1.29,0,497
30.40,24.40,27.77,1.92,0,498
29.20,23.20,26.56,1.66,0,499
28.20,24.70,26.40,0.93,0,500
31.10,25.40,28.25,1.44,0,501
28.80,23.30,26.26,1.52,0,502
27.90,21.40,25.05,1.56,0,503
29.50,23,26.22,1.50,0,504
23.20,18.30,20.97,1.27,0,505
22.80,20,21.34,1,0,506
28.90,23.50,26.08,1.29,0,507
29.90,24.70,27.43,1.33,0,508
30.80,23.60,26.30,1.72,0,509
29.70,25,26.56,1.25,0,510
24.60,18,20.89,1.63,0,511
29.50,23.40,26.15,1.40,0,512
28.80,23.80,26.34,1.27,0,513
23.40,19.30,21.23,1.30,0,514
24.30,18.90,20.91,1.35,0,515
29.20,23.60,26.83,1.37,0,516
30.50,23.80,26.12,1.55,0,517
25.20,17.20,21.16,2.08,0,518
30.40,24.60,27.59,1.73,0,519
30,24.50,26.32,1.50,0,520
29.60,24.20,27.01,1.32,0,521
29,23.80,26.34,1.39,0,522
23.30,19,21.09,1.03,0,523
32.30,21.90,27.33,2.70,0,524
29.90,24.70,27.14,1.41,0,525
27.30,21.10,23.07,1.69,0,526
30.90,24.30,27.73,1.85,0,527
29.30,25.50,27.48,1.17,0,528
25.50,18.10,22.13,1.59,0,529
27.50,20.50,23.91,1.83,0,530
35.40,25.50,28.03,2.28,0,531
28.10,22.80,24.96,1.19,0,532
30.90,25.10,27.11,1.69,0,533
25.50,20.50,23.82,1.39,0,534
30.50,22.90,26.75,1.95,0,535
27.90,21.70,24.68,1.50,0,536
32.50,22.40,25.77,2.62,0,537
33.90,19.90,25,2.94,0,538
28.20,19.80,23.55,1.91,0,539
26.70,18.60,22.37,2.07,0,540
26.40,18.60,22.41,2.03,0,541
27.50,19.70,22.52,2.14,0,542
27.90,20.70,25.64,2.01,0,543
33.30,24.20,26.71,2.20,0,544
28.30,20.60,24.39,1.86,0,545
23.60,17.10,20.81,1.55,0,546
28.80,22.70,25.73,1.69,0,547
26.50,22.60,23.98,1.15,0,548
24.40,17.70,20.72,1.74,0,549
26,19.30,21.99,1.94,0,550
26.70,20.30,23.69,1.80,0,551
28.70,22,25.07,1.99,0,552
28.90,22.20,26.44,2.01,0,553
31.10,20.40,24.78,2.28,0,554
23.80,18.30,21.47,1.54,0,555
27.10,20.90,23.61,1.60,0,556
26.60,22.80,24.73,1.09,0,557
25.50,17.80,21.16,1.86,0,558
25.40,18.20,20.92,1.78,0,559
31.80,21.20,25.05,2.12,0,560
27.70,21.10,24.41,1.66,0,561
25.10,16.60,20.10,1.90,0,562
27.60,18.30,22.05,2.53,0,563
25.80,21.20,23.47,1.25,0,564
29,21,24.28,2.46,0,565
28.10,20.10,24.69,2.07,0,566
23.40,18.80,21.02,1.32,0,567
26.80,21.70,24.55,1.36,0,568
27.60,21.70,24.62,1.64,0,569
22.30,18.20,20.26,1.27,0,570
29.50,19.40,25.15,2.41,0,571
26.90,21.90,24.71,1.45,0,572
26.80,21.30,23.74,1.39,0,573
29.50,21.90,26.05,1.66,0,574
32.30,22,25.60,2.19,0,575
23.30,17.70,20.94,1.58,0,576
32.10,23.30,26.93,2.21,0,577
29.40,22.20,25.34,1.80,0,578
27.20,20.50,22.96,1.76,0,579
29,20.30,24.79,2.37,0,580
27.40,20.10,24.66,2.32,0,581
26.40,19.60,23.05,1.74,0,582
32.20,22.40,26,2.36,0,583
28.20,21.70,24.46,1.95,0,584
34.40,18.90,22.62,3.44,0,585
29.40,20.90,25.14,2.12,0,586
31.70,23.30,26.93,2.04,0,587
28.70,20.20,24.70,1.89,0,588
28.60,21.60,24.71,1.95,0,589
28.50,21.50,24.44,1.69,0,590
27.10,22.20,24.83,1.27,0,591
24.80,21.40,23.04,0.90,0,592
30.70,23,26.26,2.41,0,593
28,21.60,24.17,1.35,0,594
27.70,19.60,22.94,1.99,0,595
29.90,20.90,25.64,2.30,0,596
26.30,22.20,24.26,1.34,0,597
24.80,20.40,22.43,1.38,0,598
30.10,21.60,26.08,2.11,0,599
28.80,24.10,26.61,1.28,0,600
