Max_Ve,Min_Ve,Avg_Ve,Std_Ve,is_error,N
27.50,15.30,19.31,2.50,0,474
33,18.70,22.27,3.14,0,475
25.90,16.20,19.68,2.04,0,476
22.10,16.60,20.19,1.47,0,477
25.30,18.50,21.40,1.94,0,478
24.30,16.60,19.78,1.90,0,479
23,18.20,20.91,1.46,0,480
25.20,15.90,20.18,2.15,0,481
27.20,16.80,20.76,2.66,0,482
24.50,18.70,20.82,1.75,0,483
23.80,16.10,20.16,1.79,0,484
24.70,18.50,21.41,1.84,0,485
22.30,17,20.54,1.37,0,486
24.10,16.30,19.78,1.82,0,487
26.70,18.10,20.82,1.97,0,488
22.60,12.80,19.14,2.03,0,489
23.80,17.70,20.60,1.56,0,490
24.80,19,22.15,1.67,0,491
23.20,17.20,19.82,1.79,0,492
24.20,16.30,20.17,1.84,0,493
23.70,17.10,21.18,1.98,0,494
28.10,17.70,21.27,2.68,0,495
23.20,17.90,20.61,1.49,0,496
24.20,16.50,20.93,1.87,0,497
25.70,18.10,21.96,2.11,0,498
28.30,18.80,21.83,2.17,0,499
26.20,18.70,21.80,1.90,0,500
38.60,18,23.09,4.84,0,501
29.40,19,23.67,2.92,0,502
25.60,18,21.73,2.55,0,503
28.30,19.10,23.19,1.92,0,504
25.50,18.30,21.79,2.13,0,505
38.40,31.60,35.67,2.03,0,506
26.10,17.90,21.58,2.26,0,507
23.60,18.20,21.34,1.74,0,508
26.10,18.50,22.26,2.11,0,509
29,15.50,21.15,3.23,0,510
32.10,16.30,21.33,3.75,0,511
22.50,17.10,19.70,1.45,0,512
23.20,16.50,20.36,1.96,0,513
23.30,17.50,20.95,1.60,0,514
24.20,18.50,21.02,1.31,0,515
24.30,18,21.39,1.56,0,516
21.70,15.80,19.78,1.31,0,517
24.80,19.30,21.36,1.46,0,518
26.40,17.60,20.52,2.14,0,519
24,17.80,20.65,1.70,0,520
24.20,16.40,19.92,2.24,0,521
24.60,18.70,20.61,1.62,0,522
31.30,17.30,20.55,2.85,0,523
24.10,16.50,20.16,2.06,0,524
29,18.70,21.42,2.54,0,525
83.90,16.10,23.31,14.41,0,526
30.70,17,23.45,3.07,0,527
23.60,15.70,19.76,2.42,0,528
24.20,18,21.12,1.90,0,529
24.70,15.80,20.18,2.29,0,530
32.70,18.50,22.34,3.20,0,531
26.80,16,20.79,2.57,0,532
21.50,13.90,19.08,1.90,0,533
26.80,16.20,20.57,2.89,0,534
26.10,17.90,21.29,2.31,0,535
25.50,17.80,21.69,1.97,0,536
30,18.70,23.50,2.64,0,537
29.80,19.70,23.69,2.58,0,538
26.60,18.10,21,2.49,0,539
25.70,18,21.94,2.16,0,540
29.10,18.70,22.12,2.58,0,541
31,17.50,22.11,3.10,0,542
25.60,17.10,20.80,2.15,0,543
23.70,17.30,20.07,2.06,0,544
23.10,15.80,19.44,1.77,0,545
25.80,17.10,21.20,2.22,0,546
24.50,19.40,21.79,1.45,0,547
23,15.40,19.96,2.26,0,548
23.60,15.30,20.31,1.79,0,549
25.80,19,21.67,1.77,0,550
30.50,17.50,22.55,3.31,0,551
22.50,17.40,20.55,1.37,0,552
24.90,17.20,21.22,1.92,0,553
28.80,16.70,21.89,3.05,0,554
24.90,17.40,20.49,2.12,0,555
25.20,18.50,22.26,1.67,0,556
27.20,19,23.12,2.08,0,557
24.40,19.50,21.60,1.32,0,558
34.20,20,23.62,3.19,0,559
26.80,17.60,21.37,2.32,0,560
29.80,16.80,22.07,2.83,0,561
25,17.60,21.04,1.74,0,562
25.90,18.70,21.32,1.92,0,563
27.80,18.70,23.18,2.42,0,564
24.50,17.10,21.12,1.97,0,565
26.60,16.90,21.18,2.30,0,566
26.50,18.50,22.61,1.86,0,567
27.10,20.40,23.52,1.67,0,568
84.40,20.10,27.28,13.87,0,569
26,18.10,22.08,1.97,0,570
84.30,18.30,24.59,14.21,0,571
24.80,19.60,22.01,1.58,0,572
25.80,19.90,22.66,1.72,0,573
32.60,19.10,22.86,2.98,0,574
32.20,20.30,22.96,2.66,0,575
25.20,18.90,22.51,2.14,0,576
29.50,18.70,23.68,2.56,0,577
27.30,18.60,22.68,2.33,0,578
27.50,19.40,24.06,2.70,0,579
26,18.70,23.21,2.19,0,580
26.60,20.80,24.07,1.44,0,581
26.20,18,22.60,1.95,0,582
25.70,19.70,22.35,1.82,0,583
24.10,17,21.50,1.73,0,584
26.50,18.80,23.18,1.91,0,585
84.10,17.80,23.92,14.25,0,586
26.90,18.30,21.74,2.48,0,587
28.90,19.30,22.22,2.26,0,588
24.40,19.40,21.69,1.37,0,589
25.50,17.60,21.61,1.85,0,590
84.50,17.10,24.57,14.35,0,591
26.10,17.90,20.58,1.95,0,592
27.80,19.10,23.18,2.22,0,593
25.10,19.50,22.25,1.54,0,594
29.30,19.40,23.08,2.64,0,595
26.50,18.30,22.33,1.95,0,596
26.60,21.40,23.88,1.71,0,597
24.80,18.50,21.87,1.73,0,598
28.10,20.40,23.15,2.08,0,599
28.60,20.50,23.91,2.35,0,600
31.80,18.20,22.21,3.12,0,601
26.80,19.70,23.15,2.12,0,602
26.90,19.70,22.24,1.71,0,603
26.40,19.70,22.66,1.94,0,604
26.10,19.50,21.83,1.83,0,605
85.30,18.20,25.66,14.31,0,606
25.20,19.90,21.83,1.63,0,607
26.40,18.80,22.57,1.99,0,608
26.80,18.50,22.21,2.24,0,609
84.40,20.60,25.66,13.92,0,610
27.10,16.10,22.07,2.85,0,611
25.20,19.30,22.48,1.49,0,612
33.40,17.50,23.55,3.10,0,613
25.40,16.10,22.20,2.31,0,614
27.40,19.10,23,2.02,0,615
28.40,18.60,22.53,2.16,0,616
27.30,17.90,22.14,2.21,0,617
27.90,19.10,23.45,2.74,0,618
27.40,18.70,23.77,2.10,0,619
26.10,18.50,22.28,1.93,0,620
27,19.10,22.84,2.06,0,621
29.10,20.10,22.98,2.19,0,622
25.90,18.40,23.11,1.89,0,623
27.20,19,23.31,2.14,0,624
26.80,20.60,22.95,1.52,0,625
26.90,18.60,22.65,2.30,0,626
25,17.80,22.33,2.17,0,627
27.40,19.80,23.02,2.17,0,628
26.20,18,20.72,2.37,0,629
31,17.50,20.92,3.22,0,630
24.60,16.90,21.30,2.14,0,631
24.80,17.80,22.31,1.78,0,632
27.40,18.20,22.14,2.54,0,633
25.50,17.80,21.34,2.02,0,634
26.30,19.60,22.97,2,0,635
25.50,18.80,22.27,2.04,0,636
24.70,18.90,21.70,1.73,0,637
25.20,18.10,21.14,1.86,0,638
27.70,16.90,22.11,2.43,0,639
24.50,17.60,20.41,2.12,0,640
28.20,18.40,22.16,2.50,0,641
24,16.80,20.54,2,0,642
24.50,18.10,20.73,1.78,0,643
24.70,17.70,20.59,2.05,0,644
27.70,17.30,22.22,2.90,0,645
25,17.20,21.08,2.21,0,646
24.60,15.70,20.71,2.30,0,647
26.20,17.30,21.26,2.04,0,648
23.10,16.20,20.10,2.02,0,649
