Max_Ve,Min_Ve,Avg_Ve,Std_Ve,is_error,N
7.90,4.90,6.45,0.89,0,292
6.10,4,4.76,0.61,0,293
6.50,3.90,5.28,0.74,0,294
6.40,3.40,4.87,0.78,0,295
7.50,4.10,5.85,0.85,0,296
6.70,3.40,5.10,0.75,0,297
6.80,4.30,5.72,0.70,0,298
6.20,4.10,5.09,0.57,0,299
7.30,4.90,5.83,0.60,0,300
6.50,2.70,5.12,0.90,0,301
8.10,4.60,6.06,0.93,0,302
6.20,4,4.97,0.52,0,303
8.70,5.50,7.04,0.84,0,304
7.80,3.70,5.76,1.01,0,305
6.60,4.50,5.47,0.64,0,306
7.70,4.40,5.95,1.04,0,307
7.50,4.70,6.16,0.73,0,308
9,5.80,7.04,0.82,0,309
8.70,5.30,6.48,0.94,0,310
7.20,4.60,5.53,0.78,0,311
7.10,3.60,4.93,0.87,0,312
7.20,3.70,5.19,0.85,0,313
7.10,4.20,5.30,0.86,0,314
9.30,6.90,8.12,0.80,0,315
18.50,6.60,8.46,2.46,0,316
10.10,6.20,7.39,0.99,0,317
9.60,6.30,7.62,0.88,0,318
10.30,6.40,7.43,0.96,0,319
7.90,5.70,7.03,0.70,0,320
9.20,4.90,7.21,1.05,0,321
9.40,6.20,7.60,0.73,0,322
10.10,6.70,7.98,0.88,0,323
8.80,6.50,7.32,0.66,0,324
9.50,6,7.87,0.90,0,325
10.50,5.60,7.33,1.02,0,326
9.40,6.70,8.01,0.85,0,327
7.70,5.20,6.51,0.61,0,328
17.60,6.20,8.56,2.44,0,329
9.70,6.40,7.71,0.81,0,330
9.80,6.60,8.14,0.77,0,331
9.30,6.10,7.83,0.84,0,332
11.10,5.30,7.47,1.26,0,333
8.20,6,7.18,0.69,0,334
8.80,5.90,7.54,0.63,0,335
10.70,6.10,7.09,0.96,0,336
8.50,5.20,6.98,0.89,0,337
8.20,5.20,6.98,0.68,0,338
9.40,6,7.89,0.73,0,339
9.30,6.80,8.02,0.68,0,340
9.70,6.30,7.75,0.91,0,341
9,6.10,7.84,0.72,0,342
8.40,5.60,6.74,0.86,0,343
9.90,5.40,7.31,1.13,0,344
9.70,4.30,7.84,1.24,0,345
9.60,5.80,7.54,1.06,0,346
8.50,5.40,7.04,0.82,0,347
10.20,6.30,7.56,0.91,0,348
8.50,6.20,7.26,0.64,0,349
7.40,4.70,6.24,0.81,0,350
8.40,6,7.17,0.81,0,351
8.40,6.90,7.79,0.38,0,352
7.90,5.50,6.54,0.65,0,353
10.20,7.40,8.62,0.80,0,354
7.70,5.40,6.60,0.49,0,355
8.80,5.70,7.30,0.85,0,356
9.90,6.50,7.84,1.03,0,357
11.70,6.40,7.61,1.23,0,358
10.10,5.70,7,0.90,0,359
9.40,6.60,7.97,0.63,0,360
9.10,6.10,7.77,0.94,0,361
9,6,7.34,0.80,0,362
9,6,7.39,0.75,0,363
8.40,6.10,6.97,0.80,0,364
8.70,6,7.19,0.72,0,365
22,6.70,8.81,3.18,0,366
23.50,5.70,8,3.71,0,367
10,6.50,7.82,0.79,0,368
7.90,5.20,6.90,0.69,0,369
10.20,5.50,7.15,1.19,0,370
8.70,6.20,7.25,0.56,0,371
14.50,5,6.56,1.94,0,372
8.50,5.80,6.96,0.73,0,373
9.70,5.80,7.13,0.93,0,374
8,5.60,6.92,0.61,0,375
9.10,6.60,7.94,0.65,0,376
9,5.50,7.03,0.80,0,377
9.30,6,7.66,0.98,0,378
9.30,6.90,7.75,0.67,0,379
9.50,5.90,7.86,0.91,0,380
8.60,6.30,7.25,0.64,0,381
9.90,6.60,7.87,0.78,0,382
9.70,6,7.57,0.94,0,383
