Max_Ve,Min_Ve,Avg_Ve,Std_Ve,is_error,N
41.10,32.80,36.15,1.98,0,401
39,32.60,35.60,2,0,402
41.10,33.20,36.38,2.09,0,403
39.60,31.20,35.51,2.45,0,404
41.40,34.10,37.53,2.33,0,405
37.50,31.30,34.80,1.74,0,406
36.50,30.10,33.53,1.92,0,407
36.80,32.30,35.10,1.52,0,408
48.50,32.10,35.46,3.44,0,409
41,32.20,34.99,2.33,0,410
84.40,31.20,38.13,11.11,0,411
40.70,32.20,34.87,2.15,0,412
39.70,29.30,34.73,2.45,0,413
37.60,29.60,33.59,2.16,0,414
35.70,30.20,33.07,1.57,0,415
39.50,31.40,35.27,2.15,0,416
44.50,30.70,35.83,3.60,0,417
41,33.80,37.19,2.01,0,418
40.70,30.90,36.16,2.33,0,419
37.90,30.50,34.38,1.97,0,420
40.10,32.10,36.15,2.21,0,421
38.50,29.50,33.06,2.53,0,422
37.20,30.80,32.70,1.38,0,423
37.30,30.70,34.51,1.89,0,424
37.50,30.20,33.13,2.06,0,425
83.90,29.60,36.09,11.61,0,426
38.10,31.50,34.59,1.65,0,427
36.60,28.40,33.35,2.01,0,428
39,30.20,34.48,2.05,0,429
40,29.60,34.54,2.41,0,430
43.50,29.20,34.06,3.08,0,431
39.20,29.70,33.83,2.20,0,432
51.70,31.40,35.50,4.23,0,433
52.50,33.30,36.87,4.13,0,434
39.50,31.40,35.45,2.15,0,435
44.60,33.40,36.47,2.72,0,436
41.70,34.10,37.80,2.27,0,437
39.60,32.90,36.39,2.10,0,438
39.30,31.30,34.31,2.28,0,439
38.50,31,34.40,2.26,0,440
35.30,35.30,35.30,0,0,441
39.30,30.20,34.25,2.05,0,442
41.80,32.20,35.88,2.44,0,443
48.60,34,37.66,3.01,0,444
44.60,32.70,37.03,2.39,0,445
45,35,37.65,2.49,0,446
39.10,31.50,35.38,2.07,0,447
40.10,32.30,36.18,1.99,0,448
39.80,32,35.64,2.17,0,449
39.20,31.70,35.19,1.90,0,450
38.90,30.70,35.44,2.35,0,451
62.40,31.90,37.83,6.08,0,452
41,30.50,35.08,2.36,0,453
39.90,30.20,35.28,2.58,0,454
37.50,30.30,34.28,2.10,0,455
38.90,29.50,34.56,2.25,0,456
41,30.40,36.45,2.95,0,457
39.20,29.80,33.87,2.13,0,458
84.20,32.10,36.12,11.38,0,459
38.70,29.40,34.12,2.36,0,460
36.30,29,32.95,1.92,0,461
37.30,28.30,33.95,2.60,0,462
38.20,31.30,34.78,1.91,0,463
39.80,31.90,35.88,2.13,0,464
84.90,30.30,38.69,11.18,0,465
36.20,31.60,33.98,1.38,0,466
37.40,29.60,33.45,1.91,0,467
38.30,30.90,33.53,1.84,0,468
38.40,31,33.98,2,0,469
38,30.20,33.47,2.05,0,470
34.60,27.80,31.01,1.82,0,471
38.30,28,32.41,2.26,0,472
36,26.80,32.84,1.96,0,473
35,27.40,31.92,1.89,0,474
35.40,28.40,31.68,1.85,0,475
39.10,30.10,33.82,2.39,0,476
38.20,31.40,35.02,1.50,0,477
39.30,30.60,33.39,2.31,0,478
42.70,28.50,31.96,3.02,0,479
33.90,27.60,30.19,2,0,480
44.40,26.70,31.95,3.38,0,481
37.60,27.10,32.01,2.64,0,482
38.80,28,31.95,2.91,0,483
84.20,29.60,34.80,11.73,0,484
35.60,27.20,30.91,2.19,0,485
34.50,28.20,31.14,1.72,0,486
35.10,27.20,31.64,2.19,0,487
36.80,29.10,32.59,1.98,0,488
38.50,27.50,32.71,3.58,0,489
35.80,30.20,32.80,1.65,0,490
