M,C,d,L,R,T,N,Max_Ve,Min_Ve,Avg_Ve,Std_Ve,is_error,N_stat
0.699,20.015,0.322,88.743,1.028,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.735,20.046,0.42,89.089,1.092,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.729,19.99,0.494,89.286,1.094,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.694,19.955,0.487,88.884,0.933,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.72,20.119,0.497,89.109,1.101,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.722,19.94,0.521,89.0,1.172,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.7,20.006,0.479,88.761,1.035,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.695,19.94,0.42,89.226,1.01,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.741,19.981,0.409,88.712,1.137,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.744,20.075,0.371,88.855,1.144,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.69,20.046,0.515,88.74,1.016,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.726,20.028,0.458,89.052,1.026,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.749,20.015,0.595,88.758,1.195,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.7,19.959,0.462,89.188,0.952,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.73,19.984,0.396,88.931,1.097,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.699,19.959,0.34,89.231,1.014,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.687,19.999,0.441,88.905,1.087,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.71,20.025,0.507,89.203,1.05,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.7,19.974,0.532,88.971,1.007,2025-01-02 12:50:40,0.0,31.8,21.8,26.78,2.72,0,0
0.726,20.087,0.427,88.95,1.092,2025-01-02 21:15:55,1.0,35.5,19.6,28.4,3.7,0,1
0.702,19.861,0.577,89.324,1.067,2025-01-02 21:15:55,1.0,35.5,19.6,28.4,3.7,0,1
0.681,19.959,0.434,88.844,0.999,2025-01-02 21:15:55,1.0,35.5,19.6,28.4,3.7,0,1
0.706,19.927,0.455,89.175,1.012,2025-01-02 21:15:55,1.0,35.5,19.6,28.4,3.7,0,1
0.71,19.981,0.402,89.011,0.986,2025-01-02 21:15:55,1.0,35.5,19.6,28.4,3.7,0,1
0.723,19.974,0.532,89.054,1.06,2025-01-02 21:15:55,1.0,35.5,19.6,28.4,3.7,0,1
0.698,20.009,0.48,88.86,1.048,2025-01-02 21:15:55,1.0,35.5,19.6,28.4,3.7,0,1
0.713,20.015,0.532,88.936,1.054,2025-01-02 21:15:55,1.0,35.5,19.6,28.4,3.7,0,1
0.751,20.125,0.434,89.306,1.132,2025-01-02 21:15:55,1.0,35.5,19.6,28.4,3.7,0,1
0.686,19.918,0.423,89.061,1.06,2025-01-02 21:15:55,1.0,35.5,19.6,28.4,3.7,0,1
0.693,19.877,0.333,89.25,1.036,2025-01-02 21:15:55,1.0,35.5,19.6,28.4,3.7,0,1
0.715,19.996,0.353,88.603,1.072,2025-01-02 21:15:55,1.0,35.5,19.6,28.4,3.7,0,1
0.7,19.943,0.56,88.918,0.949,2025-01-02 21:15:55,1.0,35.5,19.6,28.4,3.7,0,1
0.707,20.097,0.378,88.979,1.046,2025-01-02 21:15:55,1.0,35.5,19.6,28.4,3.7,0,1
0.704,19.962,0.448,88.936,0.993,2025-01-02 21:15:55,1.0,35.5,19.6,28.4,3.7,0,1
0.713,20.021,0.413,88.574,1.062,2025-01-02 21:15:55,1.0,35.5,19.6,28.4,3.7,0,1
0.727,19.93,0.521,89.234,1.094,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.703,19.927,0.41,89.131,1.127,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.727,20.034,0.381,88.79,1.193,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.682,19.817,0.553,89.163,0.985,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.734,19.908,0.462,89.185,1.188,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.722,19.999,0.43,88.632,1.095,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.741,20.018,0.455,89.1,1.152,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.744,19.974,0.469,89.126,1.126,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.706,19.993,0.319,88.698,1.066,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.711,19.896,0.577,88.708,1.086,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.7,19.877,0.431,88.86,1.062,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.701,19.845,0.469,88.777,1.002,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.696,19.877,0.651,89.024,1.018,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.679,19.902,0.234,88.944,1.009,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.706,19.889,0.287,88.913,1.053,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.673,19.849,0.494,89.027,0.935,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.728,20.021,0.287,89.19,1.202,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.709,19.965,0.571,88.961,1.1,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.721,19.921,0.448,88.553,1.156,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.701,19.921,0.455,89.226,1.023,2025-01-03 11:30:32,2.0,31.1,21.7,26.27,2.63,0,2
0.706,19.943,0.584,88.941,1.075,2025-01-03 13:00:38,3.0,35.1,20.9,27.51,3.82,0,3
0.722,19.874,0.634,88.986,1.127,2025-01-03 13:00:38,3.0,35.1,20.9,27.51,3.82,0,3
0.721,20.025,0.392,89.186,1.144,2025-01-03 13:00:38,3.0,35.1,20.9,27.51,3.82,0,3
0.679,19.908,0.357,88.622,1.06,2025-01-03 13:00:38,3.0,35.1,20.9,27.51,3.82,0,3
0.699,19.94,0.427,88.908,0.98,2025-01-03 13:00:38,3.0,35.1,20.9,27.51,3.82,0,3
0.74,19.962,0.49,88.91,1.188,2025-01-03 13:00:38,3.0,35.1,20.9,27.51,3.82,0,3
0.68,19.946,0.676,88.547,1.024,2025-01-03 13:00:38,3.0,35.1,20.9,27.51,3.82,0,3
0.727,19.971,0.595,88.757,1.161,2025-01-03 13:00:38,3.0,35.1,20.9,27.51,3.82,0,3
0.713,19.94,0.55,89.128,1.08,2025-01-03 13:00:38,3.0,35.1,20.9,27.51,3.82,0,3
0.71,19.981,0.494,88.724,1.063,2025-01-03 13:00:38,3.0,35.1,20.9,27.51,3.82,0,3
0.681,19.883,0.413,89.106,0.963,2025-01-03 13:00:38,3.0,35.1,20.9,27.51,3.82,0,3
0.708,19.933,0.357,88.682,1.132,2025-01-03 13:00:38,3.0,35.1,20.9,27.51,3.82,0,3
0.715,19.93,0.476,89.192,1.127,2025-01-03 13:00:38,3.0,35.1,20.9,27.51,3.82,0,3
0.722,19.981,0.497,89.084,1.124,2025-01-03 13:00:38,3.0,35.1,20.9,27.51,3.82,0,3
0.725,19.996,0.56,88.897,1.076,2025-01-03 13:00:38,3.0,35.1,20.9,27.51,3.82,0,3
0.669,19.952,0.612,89.106,1.003,2025-01-03 13:00:38,3.0,35.1,20.9,27.51,3.82,0,3
0.709,19.962,0.364,88.906,1.106,2025-01-03 13:00:38,3.0,35.1,20.9,27.51,3.82,0,3
0.706,19.933,0.42,89.056,1.106,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.692,19.855,0.641,89.194,1.066,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.753,20.097,0.417,89.041,1.152,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.697,19.999,0.504,88.892,1.076,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.717,19.915,0.43,88.879,1.198,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.723,19.943,0.329,89.216,1.105,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.692,19.955,0.567,88.958,1.008,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.729,19.996,0.367,88.894,1.146,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.696,19.943,0.574,89.048,0.993,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.702,19.965,0.409,88.962,1.044,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.689,19.977,0.298,88.822,0.989,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.737,19.99,0.465,88.903,1.151,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.701,19.937,0.375,88.689,0.969,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.715,19.924,0.294,88.815,1.136,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.691,19.937,0.469,88.686,1.065,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.711,19.937,0.448,88.739,1.082,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.707,19.965,0.444,88.772,1.088,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.75,20.062,0.402,88.843,1.148,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.689,19.933,0.43,88.505,1.071,2025-01-03 19:25:53,4.0,33.7,21.1,27.0,2.72,0,4
0.749,19.977,0.353,88.812,1.195,2025-01-04 07:53:48,5.0,33.8,19.4,25.47,4.09,0,5
0.726,20.025,0.389,88.731,1.091,2025-01-04 07:53:48,5.0,33.8,19.4,25.47,4.09,0,5
0.707,19.946,0.406,88.762,1.11,2025-01-04 07:53:48,5.0,33.8,19.4,25.47,4.09,0,5
0.7,19.867,0.417,88.617,1.113,2025-01-04 07:53:48,5.0,33.8,19.4,25.47,4.09,0,5
0.696,19.933,0.525,88.685,1.18,2025-01-04 07:53:48,5.0,33.8,19.4,25.47,4.09,0,5
0.704,19.927,0.399,88.51,1.145,2025-01-04 07:53:48,5.0,33.8,19.4,25.47,4.09,0,5
0.702,19.996,0.521,88.37,1.112,2025-01-04 07:53:48,5.0,33.8,19.4,25.47,4.09,0,5
0.727,19.99,0.371,88.95,1.208,2025-01-04 07:53:48,5.0,33.8,19.4,25.47,4.09,0,5
0.722,19.974,0.507,88.758,1.218,2025-01-04 07:53:48,5.0,33.8,19.4,25.47,4.09,0,5
0.708,19.94,0.48,88.593,1.057,2025-01-04 07:53:48,5.0,33.8,19.4,25.47,4.09,0,5
0.748,19.99,0.423,88.601,1.092,2025-01-04 07:53:48,5.0,33.8,19.4,25.47,4.09,0,5
0.701,19.893,0.451,88.73,1.094,2025-01-04 07:53:48,5.0,33.8,19.4,25.47,4.09,0,5
0.74,20.04,0.322,88.868,1.222,2025-01-04 07:53:48,5.0,33.8,19.4,25.47,4.09,0,5
0.719,19.893,0.462,88.795,1.162,2025-01-04 07:53:48,5.0,33.8,19.4,25.47,4.09,0,5
0.725,19.981,0.543,88.8,1.198,2025-01-04 07:53:48,5.0,33.8,19.4,25.47,4.09,0,5
0.721,19.937,0.465,88.837,1.162,2025-01-04 11:03:57,6.0,33.7,18.1,24.78,3.81,0,6
0.706,20.009,0.343,88.828,1.094,2025-01-04 11:03:57,6.0,33.7,18.1,24.78,3.81,0,6
0.709,20.025,0.494,89.028,1.064,2025-01-04 11:03:57,6.0,33.7,18.1,24.78,3.81,0,6
0.7,19.883,0.311,88.683,1.123,2025-01-04 11:03:57,6.0,33.7,18.1,24.78,3.81,0,6
0.681,19.996,0.476,88.682,1.036,2025-01-04 11:03:57,6.0,33.7,18.1,24.78,3.81,0,6
0.736,19.943,0.392,88.819,1.187,2025-01-04 11:03:57,6.0,33.7,18.1,24.78,3.81,0,6
0.71,20.043,0.413,88.672,1.147,2025-01-04 11:03:57,6.0,33.7,18.1,24.78,3.81,0,6
0.721,19.984,0.42,88.864,1.206,2025-01-04 11:03:57,6.0,33.7,18.1,24.78,3.81,0,6
0.672,19.937,0.305,88.684,1.105,2025-01-04 11:03:57,6.0,33.7,18.1,24.78,3.81,0,6
0.698,19.889,0.417,89.036,1.09,2025-01-04 11:03:57,6.0,33.7,18.1,24.78,3.81,0,6
0.712,19.88,0.483,88.792,1.047,2025-01-04 11:03:57,6.0,33.7,18.1,24.78,3.81,0,6
0.739,19.893,0.612,88.751,1.185,2025-01-04 11:03:57,6.0,33.7,18.1,24.78,3.81,0,6
0.704,19.955,0.528,88.667,1.164,2025-01-04 11:03:57,6.0,33.7,18.1,24.78,3.81,0,6
0.687,19.905,0.511,88.812,1.056,2025-01-04 11:03:57,6.0,33.7,18.1,24.78,3.81,0,6
0.703,19.849,0.462,88.562,1.01,2025-01-04 11:03:57,6.0,33.7,18.1,24.78,3.81,0,6
0.703,19.999,0.392,88.931,1.207,2025-01-04 11:03:57,6.0,33.7,18.1,24.78,3.81,0,6
0.715,19.981,0.389,88.515,1.068,2025-01-04 12:49:03,7.0,29.1,17.1,22.92,3.05,0,7
0.692,19.962,0.427,88.883,1.166,2025-01-04 12:49:03,7.0,29.1,17.1,22.92,3.05,0,7
0.675,19.987,0.277,88.79,1.103,2025-01-04 12:49:03,7.0,29.1,17.1,22.92,3.05,0,7
0.716,19.915,0.577,88.83,1.186,2025-01-04 12:49:03,7.0,29.1,17.1,22.92,3.05,0,7
0.719,20.031,0.427,88.595,1.067,2025-01-04 12:49:03,7.0,29.1,17.1,22.92,3.05,0,7
0.679,19.921,0.508,88.78,1.089,2025-01-04 12:49:03,7.0,29.1,17.1,22.92,3.05,0,7
0.701,19.977,0.476,88.588,1.08,2025-01-04 12:49:03,7.0,29.1,17.1,22.92,3.05,0,7
0.693,19.858,0.529,88.719,0.99,2025-01-04 12:49:03,7.0,29.1,17.1,22.92,3.05,0,7
0.721,20.006,0.322,88.872,1.159,2025-01-04 12:49:03,7.0,29.1,17.1,22.92,3.05,0,7
0.717,19.981,0.525,88.751,1.225,2025-01-04 12:49:03,7.0,29.1,17.1,22.92,3.05,0,7
0.699,20.025,0.521,88.77,1.111,2025-01-04 12:49:03,7.0,29.1,17.1,22.92,3.05,0,7
0.709,20.031,0.371,88.92,1.114,2025-01-04 12:49:03,7.0,29.1,17.1,22.92,3.05,0,7
0.678,19.927,0.441,88.571,1.076,2025-01-04 12:49:03,7.0,29.1,17.1,22.92,3.05,0,7
0.704,20.009,0.455,88.672,1.051,2025-01-04 12:49:03,7.0,29.1,17.1,22.92,3.05,0,7
0.689,19.94,0.427,88.814,1.048,2025-01-04 12:49:03,7.0,29.1,17.1,22.92,3.05,0,7
0.689,20.003,0.329,88.769,1.019,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.686,19.908,0.367,88.734,1.053,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.722,20.025,0.571,88.931,1.118,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.7,19.977,0.529,88.819,1.021,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.717,20.034,0.409,88.689,1.153,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.715,20.068,0.654,88.596,1.048,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.702,19.874,0.679,88.777,1.0,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.721,19.93,0.332,89.154,1.099,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.708,19.94,0.5,88.943,1.032,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.738,20.075,0.375,89.006,1.159,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.713,20.043,0.322,89.018,1.065,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.72,19.946,0.294,88.62,1.082,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.715,19.962,0.528,88.51,1.048,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.711,20.025,0.574,89.101,1.134,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.735,20.103,0.522,89.09,1.166,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.724,20.043,0.368,88.85,1.103,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.736,20.031,0.494,88.818,1.133,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.716,19.996,0.357,88.907,1.13,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.697,19.927,0.43,88.408,1.091,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.711,19.974,0.329,88.642,1.046,2025-01-04 19:09:07,8.0,29.0,23.7,26.53,1.45,0,8
0.737,20.025,0.409,89.201,1.152,2025-01-04 21:14:15,9.0,31.1,24.6,27.99,1.76,0,9
0.707,20.097,0.445,88.895,1.026,2025-01-04 21:14:15,9.0,31.1,24.6,27.99,1.76,0,9
0.716,20.065,0.529,88.657,1.104,2025-01-04 21:14:15,9.0,31.1,24.6,27.99,1.76,0,9
0.712,20.037,0.469,88.494,1.045,2025-01-04 21:14:15,9.0,31.1,24.6,27.99,1.76,0,9
0.707,20.018,0.346,88.913,1.058,2025-01-04 21:14:15,9.0,31.1,24.6,27.99,1.76,0,9
0.728,20.078,0.423,88.802,1.175,2025-01-04 21:14:15,9.0,31.1,24.6,27.99,1.76,0,9
0.685,19.933,0.371,88.803,1.034,2025-01-04 21:14:15,9.0,31.1,24.6,27.99,1.76,0,9
0.734,20.084,0.641,89.259,1.129,2025-01-04 21:14:15,9.0,31.1,24.6,27.99,1.76,0,9
0.711,20.04,0.528,88.952,1.111,2025-01-04 21:14:15,9.0,31.1,24.6,27.99,1.76,0,9
0.701,19.959,0.427,88.702,1.037,2025-01-04 21:14:15,9.0,31.1,24.6,27.99,1.76,0,9
0.732,19.984,0.504,88.969,1.077,2025-01-04 21:14:15,9.0,31.1,24.6,27.99,1.76,0,9
0.714,20.062,0.539,88.608,1.037,2025-01-04 21:14:15,9.0,31.1,24.6,27.99,1.76,0,9
0.687,20.021,0.465,88.423,1.033,2025-01-04 21:14:15,9.0,31.1,24.6,27.99,1.76,0,9
0.727,20.025,0.648,88.778,1.049,2025-01-04 21:14:15,9.0,31.1,24.6,27.99,1.76,0,9
0.698,20.04,0.539,88.54,1.038,2025-01-04 21:14:15,9.0,31.1,24.6,27.99,1.76,0,9
0.68,20.065,0.329,88.71,0.976,2025-01-04 21:24:16,10.0,31.5,23.9,28.19,1.81,0,10
0.743,20.15,0.402,88.693,1.113,2025-01-04 21:24:16,10.0,31.5,23.9,28.19,1.81,0,10
0.73,20.16,0.599,88.766,1.143,2025-01-04 21:24:16,10.0,31.5,23.9,28.19,1.81,0,10
0.735,20.178,0.298,88.749,1.154,2025-01-04 21:24:16,10.0,31.5,23.9,28.19,1.81,0,10
0.699,20.106,0.417,88.919,1.063,2025-01-04 21:24:16,10.0,31.5,23.9,28.19,1.81,0,10
0.726,20.169,0.486,88.629,1.079,2025-01-04 21:24:16,10.0,31.5,23.9,28.19,1.81,0,10
0.706,20.119,0.325,88.839,1.048,2025-01-04 21:24:16,10.0,31.5,23.9,28.19,1.81,0,10
0.694,20.116,0.392,88.59,1.005,2025-01-04 21:24:16,10.0,31.5,23.9,28.19,1.81,0,10
0.687,20.131,0.424,88.548,1.013,2025-01-04 21:24:16,10.0,31.5,23.9,28.19,1.81,0,10
0.748,20.163,0.385,88.78,1.103,2025-01-04 21:24:16,10.0,31.5,23.9,28.19,1.81,0,10
0.711,20.087,0.364,88.644,1.101,2025-01-04 21:24:16,10.0,31.5,23.9,28.19,1.81,0,10
0.724,20.103,0.455,88.61,1.146,2025-01-04 21:24:16,10.0,31.5,23.9,28.19,1.81,0,10
0.719,20.109,0.553,88.682,1.066,2025-01-04 21:24:16,10.0,31.5,23.9,28.19,1.81,0,10
0.727,20.034,0.315,88.915,1.088,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.666,19.886,0.301,88.73,0.951,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.701,20.028,0.581,89.095,0.959,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.675,19.943,0.525,88.945,0.945,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.694,19.971,0.42,88.676,1.026,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.705,19.987,0.49,88.866,1.022,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.677,19.921,0.591,88.617,1.008,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.709,20.04,0.591,88.784,0.98,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.687,19.968,0.487,88.619,1.007,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.687,19.959,0.368,88.644,1.021,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.699,19.911,0.343,88.556,0.99,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.691,19.981,0.333,88.588,0.988,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.695,19.965,0.472,88.956,1.068,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.685,20.021,0.455,88.842,1.044,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.715,19.959,0.399,88.716,1.015,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.68,20.053,0.357,88.822,0.956,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.712,20.028,0.452,88.884,1.01,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.725,19.949,0.542,88.865,1.123,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.712,20.116,0.381,89.005,1.001,2025-01-05 11:02:21,11.0,35.8,25.0,28.93,2.87,0,11
0.706,19.984,0.294,89.076,0.997,2025-01-05 13:17:30,12.0,31.9,24.7,28.77,1.64,0,12
0.726,20.003,0.564,89.043,1.094,2025-01-05 13:17:30,12.0,31.9,24.7,28.77,1.64,0,12
0.691,19.952,0.585,88.598,0.996,2025-01-05 13:17:30,12.0,31.9,24.7,28.77,1.64,0,12
0.708,19.965,0.522,88.823,0.997,2025-01-05 13:17:30,12.0,31.9,24.7,28.77,1.64,0,12
0.702,20.081,0.438,88.775,1.024,2025-01-05 13:17:30,12.0,31.9,24.7,28.77,1.64,0,12
0.689,19.927,0.417,88.94,0.998,2025-01-05 13:17:30,12.0,31.9,24.7,28.77,1.64,0,12
0.699,19.937,0.364,89.171,1.021,2025-01-05 13:17:30,12.0,31.9,24.7,28.77,1.64,0,12
0.71,19.959,0.542,89.094,1.079,2025-01-05 13:17:30,12.0,31.9,24.7,28.77,1.64,0,12
0.689,19.893,0.354,88.817,0.948,2025-01-05 13:17:30,12.0,31.9,24.7,28.77,1.64,0,12
0.713,19.952,0.462,88.83,1.087,2025-01-05 13:17:30,12.0,31.9,24.7,28.77,1.64,0,12
0.732,20.009,0.473,88.706,1.08,2025-01-05 13:17:30,12.0,31.9,24.7,28.77,1.64,0,12
0.742,19.918,0.325,88.64,1.122,2025-01-05 13:17:30,12.0,31.9,24.7,28.77,1.64,0,12
0.727,19.959,0.385,89.126,1.081,2025-01-05 13:17:30,12.0,31.9,24.7,28.77,1.64,0,12
0.712,20.006,0.612,89.19,1.069,2025-01-05 13:17:30,12.0,31.9,24.7,28.77,1.64,0,12
0.676,19.927,0.585,88.572,1.024,2025-01-05 13:17:30,12.0,31.9,24.7,28.77,1.64,0,12
0.728,20.103,0.574,89.038,1.065,2025-01-05 13:17:30,12.0,31.9,24.7,28.77,1.64,0,12
0.681,20.006,0.515,88.656,0.952,2025-01-05 13:17:30,12.0,31.9,24.7,28.77,1.64,0,12
0.699,20.034,0.343,88.406,1.066,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.714,20.062,0.332,88.962,1.079,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.743,20.006,0.553,88.621,1.111,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.696,20.003,0.494,88.841,1.023,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.74,20.109,0.466,88.89,1.136,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.723,19.921,0.581,89.06,1.138,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.726,20.006,0.452,88.897,1.094,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.711,19.889,0.609,88.93,1.025,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.736,20.068,0.49,88.636,1.126,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.717,20.006,0.441,89.086,1.08,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.697,19.974,0.584,88.862,1.024,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.716,19.965,0.311,89.065,1.069,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.705,19.984,0.476,88.799,1.057,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.725,19.889,0.396,88.878,1.098,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.708,19.968,0.406,89.028,1.077,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.687,19.861,0.444,88.598,0.999,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.716,19.845,0.591,89.018,1.077,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.697,19.852,0.371,89.041,1.009,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.708,19.937,0.266,88.616,1.13,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.709,20.018,0.427,88.62,1.096,2025-01-05 19:01:57,13.0,32.6,25.7,28.95,2.01,0,13
0.685,20.031,0.479,89.032,0.942,2025-01-05 21:12:05,14.0,44.9,24.3,29.91,4.04,0,14
0.691,19.908,0.644,88.624,1.003,2025-01-05 21:12:05,14.0,44.9,24.3,29.91,4.04,0,14
0.682,19.949,0.49,88.738,0.999,2025-01-05 21:12:05,14.0,44.9,24.3,29.91,4.04,0,14
